ToolName,ModelName,Strength,Score,ErrorType
pmedici,UNIFORM_ALL_3,4,4,
cagen,UNIFORM_ALL_3,4,5,
acts,UNIFORM_ALL_3,4,6,
acts,HIGHLY_CONSTRAINED_9,4,2,
cagen,HIGHLY_CONSTRAINED_9,4,3,
kali,HIGHLY_CONSTRAINED_9,4,0,Timeout
cagen,UNIFORM_ALL_10,4,2,
kali,UNIFORM_ALL_10,4,0,Timeout
medici,UNIFORM_ALL_10,4,0,Timeout
acts,UNIFORM_ALL_14,4,2,
cagen,UNIFORM_ALL_14,4,3,
kali,UNIFORM_ALL_14,4,0,Timeout
medici,UNIFORM_ALL_14,4,0,Timeout
acts,MCAC_8,4,2,
kali,MCAC_8,4,0,Invalid
acts,HIGHLY_CONSTRAINED_0,4,2,
cagen,HIGHLY_CONSTRAINED_0,4,3,
pmedici,FM_3,4,2,
acts,FM_3,4,3,
cagen,FM_3,4,3,
medici,FM_3,4,4,
caopt,FM_3,4,5,
kali,FM_3,4,0,Invalid
acts,MCA_26,4,2,
cagen,MCA_26,4,3,
caopt,BOOLC_8,4,2,
acts,BOOLC_8,4,3,
cagen,BOOLC_8,4,3,
medici,BOOLC_8,4,3,
pmedici,BOOLC_8,4,3,
kali,BOOLC_8,4,0,Invalid
acts,NUMC_4,4,2,
kali,NUMC_4,4,0,Timeout
medici,NUMC_4,4,0,Timeout
caopt,MCA_11,4,2,
pmedici,MCA_11,4,3,
kali,MCA_11,4,4,
acts,MCA_11,4,5,
cagen,MCA_11,4,6,
cagen,CNF_27,4,2,
acts,CNF_27,4,3,
kali,CNF_27,4,0,Invalid
kali,HIGHLY_CONSTRAINED_3,4,0,Timeout
caopt,BOOLC_6,4,2,
pmedici,BOOLC_6,4,3,
acts,BOOLC_6,4,4,
cagen,BOOLC_6,4,5,
medici,BOOLC_6,4,6,
kali,BOOLC_6,4,0,Invalid
acts,NUMC_13,4,2,
cagen,NUMC_13,4,3,
medici,NUMC_13,4,0,Invalid
kali,NUMC_13,4,0,Timeout
medici,NUMC_24,4,0,Invalid
kali,NUMC_24,4,0,Timeout
acts,MCA_19,4,2,
cagen,MCA_19,4,3,
pmedici,UNIFORM_BOOLEAN_1,4,2,
kali,UNIFORM_BOOLEAN_1,4,3,
acts,UNIFORM_BOOLEAN_1,4,4,
cagen,UNIFORM_BOOLEAN_1,4,5,
medici,UNIFORM_BOOLEAN_1,4,6,
caopt,UNIFORM_BOOLEAN_1,4,7,
caopt,NUMC_28,4,2,
acts,NUMC_28,4,3,
cagen,NUMC_28,4,3,
kali,NUMC_28,4,0,Invalid
medici,NUMC_28,4,0,Invalid
acts,MCAC_23,4,2,
cagen,MCAC_23,4,3,
kali,MCAC_23,4,0,Timeout
acts,CNF_10,4,2,
cagen,CNF_10,4,3,
kali,MCAC_1,4,0,Invalid
acts,HIGHLY_CONSTRAINED_29,4,2,
cagen,HIGHLY_CONSTRAINED_29,4,3,
kali,HIGHLY_CONSTRAINED_29,4,0,Timeout
kali,HIGHLY_CONSTRAINED_12,4,0,Invalid
caopt,BOOLC_22,4,2,
acts,BOOLC_22,4,3,
cagen,BOOLC_22,4,4,
pmedici,BOOLC_22,4,4,
kali,BOOLC_22,4,0,Invalid
medici,BOOLC_22,4,5,
caopt,MCAC_26,4,2,
acts,MCAC_26,4,3,
cagen,MCAC_26,4,3,
medici,MCAC_26,4,3,
pmedici,MCAC_26,4,3,
kali,MCAC_26,4,0,Invalid
cagen,INDUSTRIAL_1,4,2,
kali,INDUSTRIAL_1,4,0,Timeout
medici,INDUSTRIAL_1,4,0,Timeout
pmedici,FM_2,4,2,
acts,FM_2,4,3,
cagen,FM_2,4,3,
medici,FM_2,4,4,
kali,FM_2,4,0,Invalid
caopt,FM_2,4,5,
pmedici,BOOLC_10,4,2,
medici,BOOLC_10,4,3,
cagen,BOOLC_10,4,4,
acts,BOOLC_10,4,5,
caopt,BOOLC_10,4,6,
kali,BOOLC_10,4,0,Invalid
caopt,UNIFORM_ALL_11,4,2,
kali,UNIFORM_ALL_11,4,3,
pmedici,UNIFORM_ALL_11,4,4,
acts,UNIFORM_ALL_11,4,5,
cagen,UNIFORM_ALL_11,4,6,
caopt,HIGHLY_CONSTRAINED_16,4,2,
acts,HIGHLY_CONSTRAINED_16,4,3,
cagen,HIGHLY_CONSTRAINED_16,4,3,
medici,HIGHLY_CONSTRAINED_16,4,3,
pmedici,HIGHLY_CONSTRAINED_16,4,3,
kali,HIGHLY_CONSTRAINED_16,4,0,Invalid
acts,CNF_9,4,2,
cagen,CNF_9,4,3,
kali,CNF_9,4,0,Timeout
acts,MCA_4,4,2,
cagen,MCA_4,4,3,
acts,MCAC_11,4,2,
cagen,MCAC_11,4,3,
pmedici,MCAC_27,4,2,
caopt,MCAC_27,4,3,
cagen,MCAC_27,4,3,
acts,MCAC_27,4,4,
medici,MCAC_27,4,5,
kali,MCAC_27,4,0,Invalid
acts,MCA_22,4,2,
cagen,MCA_22,4,3,
kali,MCA_22,4,0,Timeout
acts,NUMC_0,4,2,
cagen,NUMC_0,4,3,
medici,NUMC_0,4,0,Invalid
kali,NUMC_0,4,0,Timeout
pmedici,HIGHLY_CONSTRAINED_7,4,2,
caopt,HIGHLY_CONSTRAINED_7,4,3,
acts,HIGHLY_CONSTRAINED_7,4,4,
cagen,HIGHLY_CONSTRAINED_7,4,4,
medici,HIGHLY_CONSTRAINED_7,4,5,
kali,HIGHLY_CONSTRAINED_7,4,0,Invalid
pmedici,FM_0,4,2,
cagen,FM_0,4,3,
medici,FM_0,4,4,
acts,FM_0,4,5,
caopt,FM_0,4,6,
kali,FM_0,4,0,Invalid
acts,NUMC_27,4,2,
cagen,NUMC_27,4,3,
medici,NUMC_27,4,0,Invalid
kali,NUMC_27,4,0,Invalid
pmedici,INDUSTRIAL_2,4,2,
caopt,INDUSTRIAL_2,4,3,
cagen,INDUSTRIAL_2,4,4,
medici,INDUSTRIAL_2,4,5,
acts,INDUSTRIAL_2,4,6,
kali,INDUSTRIAL_2,4,0,Invalid
caopt,UNIFORM_ALL_4,4,2,
kali,UNIFORM_ALL_4,4,3,
pmedici,UNIFORM_ALL_4,4,4,
acts,UNIFORM_ALL_4,4,5,
cagen,UNIFORM_ALL_4,4,6,
caopt,CNF_23,4,2,
acts,CNF_23,4,3,
cagen,CNF_23,4,3,
medici,CNF_23,4,3,
kali,CNF_23,4,0,Invalid
cagen,NUMC_8,4,2,
acts,NUMC_8,4,3,
medici,NUMC_8,4,0,Invalid
kali,NUMC_8,4,0,Invalid
pmedici,UNIFORM_BOOLEAN_7,4,2,
kali,UNIFORM_BOOLEAN_7,4,3,
acts,UNIFORM_BOOLEAN_7,4,4,
cagen,UNIFORM_BOOLEAN_7,4,5,
medici,UNIFORM_BOOLEAN_7,4,6,
caopt,UNIFORM_BOOLEAN_7,4,7,
kali,UNIFORM_BOOLEAN_13,4,2,
pmedici,UNIFORM_BOOLEAN_13,4,3,
acts,UNIFORM_BOOLEAN_13,4,4,
cagen,UNIFORM_BOOLEAN_13,4,4,
medici,UNIFORM_BOOLEAN_13,4,5,
caopt,UNIFORM_BOOLEAN_13,4,6,
kali,INDUSTRIAL_12,4,0,Invalid
acts,INDUSTRIAL_12,4,0,Timeout
acts,CNF_7,4,2,
cagen,CNF_7,4,3,
pmedici,INDUSTRIAL_10,4,2,
kali,INDUSTRIAL_10,4,0,Invalid
cagen,INDUSTRIAL_10,4,3,
acts,INDUSTRIAL_10,4,4,
medici,INDUSTRIAL_10,4,5,
caopt,INDUSTRIAL_10,4,6,
kali,MCAC_7,4,0,Timeout
acts,CNF_1,4,2,
cagen,CNF_1,4,3,
kali,CNF_1,4,0,Timeout
acts,MCA_13,4,2,
cagen,MCA_13,4,3,
pmedici,INDUSTRIAL_9,4,2,
caopt,INDUSTRIAL_9,4,3,
acts,INDUSTRIAL_9,4,4,
cagen,INDUSTRIAL_9,4,5,
medici,INDUSTRIAL_9,4,6,
kali,INDUSTRIAL_9,4,0,Invalid
cagen,MCAC_22,4,2,
kali,MCAC_22,4,0,Invalid
acts,MCAC_15,4,2,
cagen,MCAC_15,4,3,
kali,MCAC_15,4,0,Timeout
acts,CNF_18,4,2,
cagen,CNF_18,4,3,
kali,CNF_18,4,0,Timeout
caopt,FM_10,4,2,
acts,FM_10,4,3,
cagen,FM_10,4,3,
pmedici,FM_10,4,3,
medici,FM_10,4,4,
kali,FM_10,4,0,Invalid
acts,HIGHLY_CONSTRAINED_27,4,2,
cagen,HIGHLY_CONSTRAINED_27,4,3,
kali,HIGHLY_CONSTRAINED_27,4,0,Timeout
caopt,BOOLC_18,4,2,
pmedici,BOOLC_18,4,3,
acts,BOOLC_18,4,4,
cagen,BOOLC_18,4,4,
kali,BOOLC_18,4,0,Invalid
medici,BOOLC_18,4,5,
caopt,NUMC_17,4,2,
acts,NUMC_17,4,3,
cagen,NUMC_17,4,4,
kali,NUMC_17,4,0,Invalid
medici,NUMC_17,4,0,Timeout
caopt,FM_13,4,2,
medici,FM_13,4,0,Invalid
pmedici,FM_13,4,3,
acts,FM_13,4,4,
cagen,FM_13,4,4,
kali,FM_13,4,0,Invalid
kali,HIGHLY_CONSTRAINED_5,4,0,Timeout
cagen,UNIFORM_ALL_5,4,2,
acts,UNIFORM_ALL_5,4,3,
kali,UNIFORM_ALL_5,4,0,Timeout
acts,CNF_12,4,2,
cagen,CNF_12,4,3,
kali,CNF_12,4,0,Timeout
caopt,NUMC_12,4,2,
acts,NUMC_12,4,3,
cagen,NUMC_12,4,3,
kali,NUMC_12,4,0,Invalid
medici,NUMC_12,4,0,Timeout
acts,INDUSTRIAL_7,4,2,
cagen,INDUSTRIAL_7,4,3,
kali,INDUSTRIAL_7,4,0,Timeout
pmedici,UNIFORM_BOOLEAN_9,4,2,
kali,UNIFORM_BOOLEAN_9,4,3,
acts,UNIFORM_BOOLEAN_9,4,4,
cagen,UNIFORM_BOOLEAN_9,4,5,
medici,UNIFORM_BOOLEAN_9,4,6,
caopt,UNIFORM_BOOLEAN_9,4,7,
cagen,UNIFORM_ALL_7,4,2,
acts,UNIFORM_ALL_7,4,3,
kali,UNIFORM_ALL_7,4,0,Timeout
caopt,BOOLC_2,4,2,
acts,BOOLC_2,4,3,
cagen,BOOLC_2,4,3,
medici,BOOLC_2,4,3,
pmedici,BOOLC_2,4,3,
kali,BOOLC_2,4,0,Invalid
acts,CNF_2,4,2,
cagen,CNF_2,4,3,
kali,CNF_2,4,0,Invalid
caopt,MCAC_9,4,2,
cagen,MCAC_9,4,3,
acts,MCAC_9,4,4,
kali,MCAC_9,4,0,Invalid
acts,FM_6,4,2,
pmedici,FM_6,4,3,
caopt,FM_6,4,4,
medici,FM_6,4,4,
cagen,FM_6,4,5,
kali,FM_6,4,0,Invalid
acts,CNF_5,4,2,
cagen,CNF_5,4,3,
kali,CNF_5,4,0,Invalid
acts,CNF_3,4,2,
cagen,CNF_3,4,3,
kali,CNF_3,4,0,Timeout
kali,MCA_9,4,2,
pmedici,MCA_9,4,2,
caopt,MCA_9,4,3,
acts,MCA_9,4,4,
cagen,MCA_9,4,5,
pmedici,UNIFORM_BOOLEAN_3,4,2,
kali,UNIFORM_BOOLEAN_3,4,3,
acts,UNIFORM_BOOLEAN_3,4,4,
cagen,UNIFORM_BOOLEAN_3,4,5,
medici,UNIFORM_BOOLEAN_3,4,5,
caopt,UNIFORM_BOOLEAN_3,4,6,
caopt,BOOLC_0,4,2,
pmedici,BOOLC_0,4,3,
medici,BOOLC_0,4,4,
acts,BOOLC_0,4,5,
cagen,BOOLC_0,4,5,
kali,BOOLC_0,4,0,Invalid
acts,HIGHLY_CONSTRAINED_2,4,2,
cagen,HIGHLY_CONSTRAINED_2,4,3,
kali,HIGHLY_CONSTRAINED_2,4,0,Invalid
acts,INDUSTRIAL_14,4,2,
cagen,INDUSTRIAL_14,4,3,
kali,INDUSTRIAL_14,4,0,Timeout
kali,MCAC_3,4,0,Invalid
caopt,BOOLC_15,4,2,
acts,BOOLC_15,4,3,
cagen,BOOLC_15,4,4,
pmedici,BOOLC_15,4,5,
medici,BOOLC_15,4,6,
kali,BOOLC_15,4,0,Invalid
caopt,UNIFORM_ALL_12,4,2,
kali,UNIFORM_ALL_12,4,3,
pmedici,UNIFORM_ALL_12,4,4,
acts,UNIFORM_ALL_12,4,5,
cagen,UNIFORM_ALL_12,4,6,
pmedici,CNF_0,4,2,
caopt,CNF_0,4,3,
cagen,CNF_0,4,4,
acts,CNF_0,4,5,
medici,CNF_0,4,6,
kali,CNF_0,4,0,Invalid
acts,HIGHLY_CONSTRAINED_22,4,2,
cagen,HIGHLY_CONSTRAINED_22,4,3,
kali,HIGHLY_CONSTRAINED_22,4,0,Timeout
kali,UNIFORM_BOOLEAN_0,4,2,
pmedici,UNIFORM_BOOLEAN_0,4,3,
cagen,UNIFORM_BOOLEAN_0,4,4,
acts,UNIFORM_BOOLEAN_0,4,5,
medici,UNIFORM_BOOLEAN_0,4,6,
caopt,UNIFORM_BOOLEAN_0,4,7,
pmedici,UNIFORM_BOOLEAN_14,4,2,
kali,UNIFORM_BOOLEAN_14,4,3,
acts,UNIFORM_BOOLEAN_14,4,4,
medici,UNIFORM_BOOLEAN_14,4,4,
cagen,UNIFORM_BOOLEAN_14,4,5,
caopt,UNIFORM_BOOLEAN_14,4,6,
acts,HIGHLY_CONSTRAINED_1,4,2,
cagen,HIGHLY_CONSTRAINED_1,4,3,
kali,HIGHLY_CONSTRAINED_1,4,0,Timeout
cagen,CNF_6,4,2,
acts,CNF_6,4,3,
medici,CNF_6,4,4,
caopt,CNF_6,4,5,
kali,CNF_6,4,0,Invalid
acts,MCA_14,4,2,
cagen,MCA_14,4,3,
kali,MCAC_0,4,0,Invalid
caopt,HIGHLY_CONSTRAINED_23,4,2,
acts,HIGHLY_CONSTRAINED_23,4,3,
cagen,HIGHLY_CONSTRAINED_23,4,3,
medici,HIGHLY_CONSTRAINED_23,4,3,
pmedici,HIGHLY_CONSTRAINED_23,4,3,
kali,HIGHLY_CONSTRAINED_23,4,0,Timeout
acts,INDUSTRIAL_4,4,2,
cagen,INDUSTRIAL_4,4,2,
acts,MCAC_25,4,2,
cagen,MCAC_25,4,3,
kali,MCAC_25,4,0,Timeout
acts,CNF_15,4,2,
cagen,CNF_15,4,3,
kali,CNF_15,4,0,Invalid
kali,MCAC_28,4,0,Timeout
acts,NUMC_15,4,2,
cagen,NUMC_15,4,3,
medici,NUMC_15,4,0,Timeout
acts,UNIFORM_ALL_2,4,2,
cagen,UNIFORM_ALL_2,4,3,
cagen,FM_14,4,2,
pmedici,FM_14,4,3,
acts,FM_14,4,4,
medici,FM_14,4,5,
caopt,FM_14,4,6,
kali,FM_14,4,0,Invalid
acts,NUMC_10,4,2,
cagen,NUMC_10,4,3,
kali,NUMC_10,4,0,Invalid
medici,NUMC_10,4,0,Timeout
acts,HIGHLY_CONSTRAINED_19,4,2,
cagen,HIGHLY_CONSTRAINED_19,4,3,
kali,HIGHLY_CONSTRAINED_19,4,0,Timeout
kali,UNIFORM_ALL_0,4,2,
pmedici,UNIFORM_ALL_0,4,3,
cagen,UNIFORM_ALL_0,4,4,
acts,UNIFORM_ALL_0,4,5,
medici,UNIFORM_ALL_0,4,6,
caopt,UNIFORM_ALL_0,4,7,
kali,BOOLC_9,4,0,Invalid
caopt,BOOLC_9,4,2,
acts,BOOLC_9,4,3,
cagen,BOOLC_9,4,3,
medici,BOOLC_9,4,3,
caopt,BOOLC_5,4,2,
pmedici,BOOLC_5,4,3,
acts,BOOLC_5,4,4,
cagen,BOOLC_5,4,4,
kali,BOOLC_5,4,0,Invalid
medici,BOOLC_5,4,5,
acts,NUMC_11,4,2,
cagen,NUMC_11,4,3,
kali,NUMC_11,4,0,Timeout
medici,NUMC_11,4,0,Timeout
pmedici,FM_1,4,2,
cagen,FM_1,4,3,
acts,FM_1,4,4,
medici,FM_1,4,4,
caopt,FM_1,4,5,
kali,FM_1,4,0,Invalid
pmedici,UNIFORM_BOOLEAN_4,4,2,
kali,UNIFORM_BOOLEAN_4,4,3,
acts,UNIFORM_BOOLEAN_4,4,4,
cagen,UNIFORM_BOOLEAN_4,4,5,
medici,UNIFORM_BOOLEAN_4,4,5,
caopt,UNIFORM_BOOLEAN_4,4,6,
caopt,BOOLC_7,4,2,
pmedici,BOOLC_7,4,3,
acts,BOOLC_7,4,4,
cagen,BOOLC_7,4,4,
medici,BOOLC_7,4,4,
kali,BOOLC_7,4,0,Invalid
acts,CNF_4,4,2,
cagen,CNF_4,4,3,
kali,CNF_4,4,0,Timeout
acts,MCAC_4,4,2,
cagen,MCAC_4,4,3,
kali,MCAC_4,4,0,Timeout
pmedici,INDUSTRIAL_13,4,2,
cagen,INDUSTRIAL_13,4,3,
acts,INDUSTRIAL_13,4,4,
caopt,INDUSTRIAL_13,4,5,
medici,INDUSTRIAL_13,4,6,
kali,INDUSTRIAL_13,4,0,Invalid
caopt,BOOLC_12,4,2,
pmedici,BOOLC_12,4,3,
cagen,BOOLC_12,4,4,
acts,BOOLC_12,4,5,
medici,BOOLC_12,4,6,
kali,BOOLC_12,4,0,Invalid
caopt,BOOLC_27,4,2,
kali,BOOLC_27,4,0,Invalid
pmedici,BOOLC_27,4,3,
medici,BOOLC_27,4,4,
acts,BOOLC_27,4,5,
cagen,BOOLC_27,4,6,
caopt,MCAC_13,4,2,
acts,MCAC_13,4,3,
cagen,MCAC_13,4,3,
medici,MCAC_13,4,3,
pmedici,MCAC_13,4,3,
kali,MCAC_13,4,0,Invalid
caopt,BOOLC_28,4,2,
pmedici,BOOLC_28,4,3,
medici,BOOLC_28,4,4,
cagen,BOOLC_28,4,5,
acts,BOOLC_28,4,6,
kali,BOOLC_28,4,0,Invalid
cagen,HIGHLY_CONSTRAINED_17,4,2,
acts,HIGHLY_CONSTRAINED_17,4,3,
kali,HIGHLY_CONSTRAINED_17,4,0,Invalid
caopt,BOOLC_20,4,2,
medici,BOOLC_20,4,3,
pmedici,BOOLC_20,4,3,
acts,BOOLC_20,4,4,
cagen,BOOLC_20,4,4,
kali,BOOLC_20,4,0,Invalid
kali,NUMC_18,4,0,Timeout
medici,NUMC_18,4,0,Timeout
acts,CNF_22,4,2,
cagen,CNF_22,4,3,
kali,CNF_22,4,0,Timeout
caopt,BOOLC_4,4,2,
pmedici,BOOLC_4,4,3,
acts,BOOLC_4,4,4,
medici,BOOLC_4,4,5,
cagen,BOOLC_4,4,6,
kali,BOOLC_4,4,0,Invalid
acts,MCA_15,4,2,
cagen,MCA_15,4,3,
medici,NUMC_5,4,0,Invalid
kali,NUMC_5,4,0,Timeout
acts,HIGHLY_CONSTRAINED_26,4,2,
cagen,HIGHLY_CONSTRAINED_26,4,3,
kali,HIGHLY_CONSTRAINED_26,4,0,Timeout
acts,MCA_23,4,2,
cagen,MCA_23,4,3,
acts,CNF_14,4,2,
cagen,CNF_14,4,3,
kali,CNF_14,4,0,Timeout
caopt,CNF_13,4,2,
pmedici,CNF_13,4,3,
cagen,CNF_13,4,4,
acts,CNF_13,4,5,
kali,CNF_13,4,0,Invalid
pmedici,BOOLC_3,4,2,
cagen,BOOLC_3,4,3,
medici,BOOLC_3,4,3,
acts,BOOLC_3,4,4,
caopt,BOOLC_3,4,5,
kali,BOOLC_3,4,0,Invalid
pmedici,UNIFORM_ALL_9,4,2,
kali,UNIFORM_ALL_9,4,3,
acts,UNIFORM_ALL_9,4,4,
cagen,UNIFORM_ALL_9,4,5,
medici,UNIFORM_ALL_9,4,6,
caopt,UNIFORM_ALL_9,4,7,
acts,MCA_27,4,2,
cagen,MCA_27,4,3,
kali,BOOLC_16,4,0,Invalid
caopt,BOOLC_16,4,2,
pmedici,BOOLC_16,4,3,
acts,BOOLC_16,4,4,
cagen,BOOLC_16,4,5,
medici,BOOLC_16,4,6,
cagen,HIGHLY_CONSTRAINED_10,4,2,
acts,HIGHLY_CONSTRAINED_10,4,3,
kali,HIGHLY_CONSTRAINED_10,4,0,Invalid
caopt,HIGHLY_CONSTRAINED_13,4,2,
pmedici,HIGHLY_CONSTRAINED_13,4,3,
acts,HIGHLY_CONSTRAINED_13,4,4,
cagen,HIGHLY_CONSTRAINED_13,4,4,
kali,HIGHLY_CONSTRAINED_13,4,0,Invalid
acts,CNF_26,4,2,
cagen,CNF_26,4,3,
kali,CNF_26,4,0,Invalid
kali,MCAC_5,4,0,Timeout
acts,MCAC_14,4,2,
cagen,MCAC_14,4,3,
kali,MCAC_14,4,0,Timeout
acts,MCA_12,4,2,
cagen,MCA_12,4,3,
acts,CNF_25,4,2,
cagen,CNF_25,4,3,
kali,CNF_25,4,0,Timeout
caopt,MCAC_18,4,2,
acts,MCAC_18,4,3,
cagen,MCAC_18,4,4,
kali,MCAC_18,4,0,Timeout
kali,HIGHLY_CONSTRAINED_21,4,0,Timeout
kali,NUMC_2,4,0,Timeout
medici,NUMC_2,4,0,Timeout
acts,MCA_24,4,2,
cagen,MCA_24,4,3,
cagen,MCA_20,4,2,
acts,MCA_20,4,3,
caopt,BOOLC_11,4,2,
acts,BOOLC_11,4,3,
cagen,BOOLC_11,4,3,
medici,BOOLC_11,4,3,
pmedici,BOOLC_11,4,3,
kali,BOOLC_11,4,0,Invalid
pmedici,FM_11,4,2,
acts,FM_11,4,3,
cagen,FM_11,4,3,
medici,FM_11,4,4,
caopt,FM_11,4,5,
kali,FM_11,4,0,Invalid
cagen,HIGHLY_CONSTRAINED_14,4,2,
kali,HIGHLY_CONSTRAINED_14,4,0,Timeout
caopt,NUMC_21,4,2,
acts,NUMC_21,4,3,
cagen,NUMC_21,4,3,
kali,NUMC_21,4,0,Timeout
medici,NUMC_21,4,0,Timeout
acts,CNF_21,4,2,
cagen,CNF_21,4,3,
kali,CNF_21,4,0,Timeout
medici,NUMC_29,4,0,Invalid
kali,NUMC_29,4,0,Timeout
cagen,CNF_29,4,2,
acts,CNF_29,4,3,
kali,CNF_29,4,0,Invalid
acts,UNIFORM_ALL_6,4,2,
cagen,UNIFORM_ALL_6,4,3,
caopt,UNIFORM_ALL_1,4,2,
kali,UNIFORM_ALL_1,4,3,
pmedici,UNIFORM_ALL_1,4,4,
acts,UNIFORM_ALL_1,4,5,
cagen,UNIFORM_ALL_1,4,6,
caopt,BOOLC_19,4,2,
medici,BOOLC_19,4,3,
pmedici,BOOLC_19,4,3,
cagen,BOOLC_19,4,4,
acts,BOOLC_19,4,5,
kali,BOOLC_19,4,0,Invalid
acts,MCA_28,4,2,
cagen,MCA_28,4,3,
acts,HIGHLY_CONSTRAINED_18,4,2,
cagen,HIGHLY_CONSTRAINED_18,4,3,
kali,HIGHLY_CONSTRAINED_18,4,0,Timeout
kali,MCAC_10,4,0,Timeout
medici,MCAC_29,4,2,
kali,MCAC_29,4,0,Invalid
cagen,INDUSTRIAL_5,4,2,
kali,INDUSTRIAL_5,4,0,Timeout
medici,INDUSTRIAL_5,4,0,Timeout
acts,MCAC_17,4,2,
kali,MCAC_17,4,0,Timeout
acts,MCA_18,4,2,
cagen,MCA_18,4,3,
cagen,NUMC_25,4,2,
acts,NUMC_25,4,3,
kali,NUMC_25,4,0,Invalid
medici,NUMC_25,4,0,Invalid
medici,NUMC_1,4,0,Invalid
caopt,BOOLC_29,4,2,
pmedici,BOOLC_29,4,3,
cagen,BOOLC_29,4,4,
acts,BOOLC_29,4,5,
medici,BOOLC_29,4,6,
kali,BOOLC_29,4,0,Invalid
acts,CNF_19,4,2,
cagen,CNF_19,4,3,
kali,CNF_19,4,0,Timeout
pmedici,UNIFORM_BOOLEAN_10,4,2,
kali,UNIFORM_BOOLEAN_10,4,3,
cagen,UNIFORM_BOOLEAN_10,4,4,
acts,UNIFORM_BOOLEAN_10,4,5,
medici,UNIFORM_BOOLEAN_10,4,6,
caopt,UNIFORM_BOOLEAN_10,4,7,
caopt,FM_12,4,2,
acts,FM_12,4,3,
cagen,FM_12,4,3,
medici,FM_12,4,3,
pmedici,FM_12,4,3,
medici,NUMC_9,4,0,Invalid
kali,NUMC_9,4,0,Timeout
acts,MCA_0,4,2,
cagen,MCA_0,4,3,
acts,NUMC_22,4,2,
cagen,NUMC_22,4,3,
medici,NUMC_22,4,0,Invalid
kali,NUMC_22,4,0,Timeout
acts,NUMC_6,4,2,
cagen,NUMC_6,4,3,
kali,NUMC_6,4,0,Timeout
medici,NUMC_6,4,0,Timeout
acts,HIGHLY_CONSTRAINED_25,4,2,
kali,HIGHLY_CONSTRAINED_25,4,0,Invalid
cagen,MCA_8,4,2,
acts,MCA_8,4,3,
cagen,NUMC_16,4,2,
medici,NUMC_16,4,0,Invalid
kali,NUMC_16,4,0,Timeout
medici,NUMC_26,4,0,Invalid
kali,NUMC_26,4,0,Timeout
pmedici,BOOLC_21,4,2,
acts,BOOLC_21,4,3,
cagen,BOOLC_21,4,4,
medici,BOOLC_21,4,5,
caopt,BOOLC_21,4,6,
kali,BOOLC_21,4,0,Invalid
acts,CNF_8,4,2,
cagen,CNF_8,4,3,
kali,CNF_8,4,0,Invalid
kali,BOOLC_26,4,0,Invalid
pmedici,BOOLC_26,4,2,
cagen,BOOLC_26,4,3,
acts,BOOLC_26,4,4,
caopt,BOOLC_26,4,5,
medici,BOOLC_26,4,6,
cagen,CNF_16,4,2,
acts,CNF_16,4,3,
caopt,CNF_16,4,4,
pmedici,CNF_16,4,5,
medici,CNF_16,4,6,
kali,CNF_16,4,0,Invalid
kali,MCA_17,4,2,
caopt,MCA_17,4,3,
pmedici,MCA_17,4,4,
acts,MCA_17,4,5,
cagen,MCA_17,4,5,
kali,MCA_7,4,2,
pmedici,MCA_7,4,3,
cagen,MCA_7,4,4,
acts,MCA_7,4,5,
caopt,MCA_7,4,6,
medici,MCA_7,4,7,
kali,HIGHLY_CONSTRAINED_20,4,0,Invalid
acts,CNF_11,4,2,
cagen,CNF_11,4,3,
kali,CNF_11,4,0,Timeout
caopt,MCA_10,4,2,
pmedici,MCA_10,4,3,
kali,MCA_10,4,4,
acts,MCA_10,4,5,
cagen,MCA_10,4,6,
kali,HIGHLY_CONSTRAINED_24,4,0,Timeout
kali,MCAC_24,4,0,Timeout
